epoch,loss,mae,mse,val_loss,val_mae,val_mse
18,0.3451656401157379,0.4117697477340698,0.3451656401157379,0.41692298650741577,0.44385597109794617,0.41692298650741577
19,0.34275782108306885,0.4103084206581116,0.34275782108306885,0.4121893346309662,0.439100980758667,0.4121893346309662
20,0.341212660074234,0.40917110443115234,0.341212660074234,0.4127575755119324,0.4524332582950592,0.4127575755119324
21,0.3398323953151703,0.4073610305786133,0.3398323953151703,0.40078452229499817,0.4381842017173767,0.40078452229499817
22,0.33858421444892883,0.40601393580436707,0.33858421444892883,0.3977290987968445,0.4417123794555664,0.3977290987968445
23,0.3327062129974365,0.40207165479660034,0.3327062129974365,0.40979933738708496,0.44841983914375305,0.40979933738708496
24,0.32678133249282837,0.39656582474708557,0.32678133249282837,0.3840833306312561,0.4172053039073944,0.3840833306312561
25,0.3217335045337677,0.3928317129611969,0.3217335045337677,0.3772868812084198,0.4251859784126282,0.3772868812084198
26,0.31902942061424255,0.390094518661499,0.31902942061424255,0.376376748085022,0.423219233751297,0.376376748085022
27,0.3125922679901123,0.38631120324134827,0.3125922679901123,0.3914102613925934,0.4410780668258667,0.3914102613925934
28,0.31355929374694824,0.3870258331298828,0.31355929374694824,0.36445948481559753,0.410815566778183,0.36445948481559753
29,0.31218889355659485,0.38503894209861755,0.31218889355659485,0.36480286717414856,0.4130713641643524,0.36480286717414856
30,0.3079703748226166,0.3814395070075989,0.3079703748226166,0.3600075840950012,0.40839335322380066,0.3600075840950012
31,0.3115954101085663,0.3839408755302429,0.3115954101085663,0.38765883445739746,0.4171200394630432,0.38765883445739746
32,0.3074460029602051,0.3816387355327606,0.3074460029602051,0.3737754821777344,0.41386401653289795,0.3737754821777344
33,0.30369043350219727,0.37803518772125244,0.30369043350219727,0.35467401146888733,0.4074844717979431,0.35467401146888733
34,0.3026069402694702,0.37721550464630127,0.3026069402694702,0.35148969292640686,0.39887166023254395,0.35148969292640686
35,0.3033190071582794,0.3768164813518524,0.3033190071582794,0.35061323642730713,0.4027792811393738,0.35061323642730713
36,0.2990051209926605,0.37508106231689453,0.2990051209926605,0.35397154092788696,0.4052296578884125,0.35397154092788696
37,0.29954466223716736,0.3748043179512024,0.29954466223716736,0.35445472598075867,0.40033018589019775,0.35445472598075867
38,0.2988481819629669,0.3746242821216583,0.2988481819629669,0.3547477424144745,0.3990185260772705,0.3547477424144745
39,0.2957538366317749,0.3735600709915161,0.2957538366317749,0.3656652271747589,0.41751986742019653,0.3656652271747589
40,0.2944582402706146,0.3719205856323242,0.2944582402706146,0.35520774126052856,0.39974352717399597,0.35520774126052856
41,0.29645633697509766,0.37296420335769653,0.29645633697509766,0.34696975350379944,0.3921469748020172,0.34696975350379944
42,0.29287853837013245,0.370301753282547,0.29287853837013245,0.35160037875175476,0.40615174174308777,0.35160037875175476
43,0.292182981967926,0.36905035376548767,0.292182981967926,0.3491949141025543,0.3958893418312073,0.3491949141025543
44,0.2908209562301636,0.367890328168869,0.2908209562301636,0.3539758622646332,0.394578754901886,0.3539758622646332
45,0.28905412554740906,0.3675823509693146,0.28905412554740906,0.3532182574272156,0.4083331525325775,0.3532182574272156
46,0.2913151681423187,0.36704692244529724,0.2913151681423187,0.35071903467178345,0.3925779461860657,0.35071903467178345
47,0.28881001472473145,0.3671089708805084,0.28881001472473145,0.34425538778305054,0.39010560512542725,0.34425538778305054
48,0.28757214546203613,0.3654247224330902,0.28757214546203613,0.3432827889919281,0.394185870885849,0.3432827889919281
49,0.287722647190094,0.3651052713394165,0.287722647190094,0.3515758514404297,0.4054672420024872,0.3515758514404297
50,0.2850503623485565,0.3647476136684418,0.2850503623485565,0.3569863438606262,0.40889278054237366,0.3569863438606262
51,0.28698229789733887,0.3657838702201843,0.28698229789733887,0.3496914505958557,0.4031944274902344,0.3496914505958557
52,0.2845899760723114,0.3634859025478363,0.2845899760723114,0.3432218134403229,0.3916636109352112,0.3432218134403229
53,0.28268733620643616,0.361913800239563,0.28268733620643616,0.33907580375671387,0.38741713762283325,0.33907580375671387
54,0.28266292810440063,0.36275815963745117,0.28266292810440063,0.34074899554252625,0.38977888226509094,0.34074899554252625
55,0.2830218970775604,0.3623843789100647,0.2830218970775604,0.34103986620903015,0.3852050304412842,0.34103986620903015
56,0.28116145730018616,0.3613497316837311,0.28116145730018616,0.3470633625984192,0.3914552330970764,0.3470633625984192
57,0.28251883387565613,0.36142468452453613,0.28251883387565613,0.3356762230396271,0.38277754187583923,0.3356762230396271
58,0.28168985247612,0.3613569438457489,0.28168985247612,0.34187713265419006,0.3872945010662079,0.34187713265419006
59,0.2801542282104492,0.36015844345092773,0.2801542282104492,0.3404983878135681,0.3911379277706146,0.3404983878135681
60,0.28081220388412476,0.3614133298397064,0.28081220388412476,0.3324640393257141,0.38744017481803894,0.3324640393257141
61,0.28053706884384155,0.36079373955726624,0.28053706884384155,0.33558034896850586,0.38234496116638184,0.33558034896850586
62,0.27893778681755066,0.3593999743461609,0.27893778681755066,0.3522133231163025,0.39514878392219543,0.3522133231163025
63,0.27627110481262207,0.3578106760978699,0.27627110481262207,0.3379388451576233,0.38569724559783936,0.3379388451576233
64,0.2794816493988037,0.3599741458892822,0.2794816493988037,0.33538779616355896,0.3834627866744995,0.33538779616355896
65,0.2789275050163269,0.35889607667922974,0.2789275050163269,0.3374778628349304,0.38166308403015137,0.3374778628349304
66,0.2769804894924164,0.3577110171318054,0.2769804894924164,0.3529551923274994,0.3946061134338379,0.3529551923274994
67,0.27913525700569153,0.3586011230945587,0.27913525700569153,0.34678778052330017,0.3948766887187958,0.34678778052330017
68,0.2761048972606659,0.3574759066104889,0.2761048972606659,0.35065364837646484,0.3924046456813812,0.35065364837646484
69,0.275213360786438,0.3563259541988373,0.275213360786438,0.35163354873657227,0.3969404101371765,0.35163354873657227
70,0.27608078718185425,0.3573070168495178,0.27608078718185425,0.3388984799385071,0.38453951478004456,0.3388984799385071
